name,timestamp,value,cluster,deployment,instance,job,namespace,__replica__
kube_deployment_spec_replicas,1737444600,1,prd-ti-o11y-eks-use1-ob3,00e646e8a07d3f153551c1e926aecd56ef3f1dcbeeb81bd8fba,o11y-kube-state-metrics:8080,kube-state-metrics,slos,prd-ti-o11y-eks-use1-ob3
kube_deployment_spec_replicas,1737444900,1,prd-ti-o11y-eks-use1-ob3,00e646e8a07d3f153551c1e926aecd56ef3f1dcbeeb81bd8fba,o11y-kube-state-metrics:8080,kube-state-metrics,slos,prd-ti-o11y-eks-use1-ob3
kube_deployment_spec_replicas,1737445200,1,prd-ti-o11y-eks-use1-ob3,00e646e8a07d3f153551c1e926aecd56ef3f1dcbeeb81bd8fba,o11y-kube-state-metrics:8080,kube-state-metrics,slos,prd-ti-o11y-eks-use1-ob3
kube_deployment_spec_replicas,1737445500,1,prd-ti-o11y-eks-use1-ob3,00e646e8a07d3f153551c1e926aecd56ef3f1dcbeeb81bd8fba,o11y-kube-state-metrics:8080,kube-state-metrics,slos,prd-ti-o11y-eks-use1-ob3
kube_deployment_spec_replicas,1737444600,1,prd-ti-o11y-eks-use1-ob3,042ad8bd5d5be8065f03073ecdf73ae2220045a9d2a68a385b2,o11y-kube-state-metrics:8080,kube-state-metrics,slos,prd-ti-o11y-eks-use1-ob3
kube_deployment_spec_replicas,1737444900,1,prd-ti-o11y-eks-use1-ob3,042ad8bd5d5be8065f03073ecdf73ae2220045a9d2a68a385b2,o11y-kube-state-metrics:8080,kube-state-metrics,slos,prd-ti-o11y-eks-use1-ob3
kube_deployment_spec_replicas,1737445200,1,prd-ti-o11y-eks-use1-ob3,042ad8bd5d5be8065f03073ecdf73ae2220045a9d2a68a385b2,o11y-kube-state-metrics:8080,kube-state-metrics,slos,prd-ti-o11y-eks-use1-ob3
kube_deployment_spec_replicas,1737445500,1,prd-ti-o11y-eks-use1-ob3,042ad8bd5d5be8065f03073ecdf73ae2220045a9d2a68a385b2,o11y-kube-state-metrics:8080,kube-state-metrics,slos,prd-ti-o11y-eks-use1-ob3
kube_deployment_spec_replicas,1737444600,1,prd-ti-o11y-eks-use1-ob3,07e177a555511f7cda2cf4b82753b97cda651e858ca5d0a2645,o11y-kube-state-metrics:8080,kube-state-metrics,slos,prd-ti-o11y-eks-use1-ob3
kube_deployment_spec_replicas,1737444900,1,prd-ti-o11y-eks-use1-ob3,07e177a555511f7cda2cf4b82753b97cda651e858ca5d0a2645,o11y-kube-state-metrics:8080,kube-state-metrics,slos,prd-ti-o11y-eks-use1-ob3
kube_deployment_spec_replicas,1737445200,1,prd-ti-o11y-eks-use1-ob3,07e177a555511f7cda2cf4b82753b97cda651e858ca5d0a2645,o11y-kube-state-metrics:8080,kube-state-metrics,slos,prd-ti-o11y-eks-use1-ob3
kube_deployment_spec_replicas,1737445500,1,prd-ti-o11y-eks-use1-ob3,07e177a555511f7cda2cf4b82753b97cda651e858ca5d0a2645,o11y-kube-state-metrics:8080,kube-state-metrics,slos,prd-ti-o11y-eks-use1-ob3
kube_deployment_spec_replicas,1737444600,1,prd-ti-o11y-eks-use1-ob3,097e92eced300c3415eaed467b56ce94906e850f7607eb1c2b7,o11y-kube-state-metrics:8080,kube-state-metrics,slos,prd-ti-o11y-eks-use1-ob3
kube_deployment_spec_replicas,1737444900,1,prd-ti-o11y-eks-use1-ob3,097e92eced300c3415eaed467b56ce94906e850f7607eb1c2b7,o11y-kube-state-metrics:8080,kube-state-metrics,slos,prd-ti-o11y-eks-use1-ob3
kube_deployment_spec_replicas,1737445200,1,prd-ti-o11y-eks-use1-ob3,097e92eced300c3415eaed467b56ce94906e850f7607eb1c2b7,o11y-kube-state-metrics:8080,kube-state-metrics,slos,prd-ti-o11y-eks-use1-ob3
kube_deployment_spec_replicas,1737445500,1,prd-ti-o11y-eks-use1-ob3,097e92eced300c3415eaed467b56ce94906e850f7607eb1c2b7,o11y-kube-state-metrics:8080,kube-state-metrics,slos,prd-ti-o11y-eks-use1-ob3
kube_deployment_spec_replicas,1737444600,1,prd-ti-o11y-eks-use1-ob3,0a94b2bc07895ef089212e76f6384927e4f531ab8cbf279c165,o11y-kube-state-metrics:8080,kube-state-metrics,slos,prd-ti-o11y-eks-use1-ob3
kube_deployment_spec_replicas,1737444900,1,prd-ti-o11y-eks-use1-ob3,0a94b2bc07895ef089212e76f6384927e4f531ab8cbf279c165,o11y-kube-state-metrics:8080,kube-state-metrics,slos,prd-ti-o11y-eks-use1-ob3
kube_deployment_spec_replicas,1737445200,1,prd-ti-o11y-eks-use1-ob3,0a94b2bc07895ef089212e76f6384927e4f531ab8cbf279c165,o11y-kube-state-metrics:8080,kube-state-metrics,slos,prd-ti-o11y-eks-use1-ob3
kube_deployment_spec_replicas,1737445500,1,prd-ti-o11y-eks-use1-ob3,0a94b2bc07895ef089212e76f6384927e4f531ab8cbf279c165,o11y-kube-state-metrics:8080,kube-state-metrics,slos,prd-ti-o11y-eks-use1-ob3
